,Abundance,Substructure,SMILES,SMARTS
534,3693,"Phosphorodithioate_O,O,S-ester",COP(=S)(OC)SC,[#6v4]-[#16v2]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
535,3676,N-Hydroxylamine-O-carboxamide_(N'-propan-2-ylidene),CNC(=O)ON=C(C)C,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
536,3658,"α-N,N-Amino_thiol_(primary)",CC(S)N(C)C,[#6v4]-[#6v4](-[#7v3](-[#6v4])-[#6v4])(-[#16v2]-[#1])-[#1]
537,3653,"2,3-(1-Sulfonyl)guanidine",CN=C(NC)NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
538,3648,Phosphonite_ester,COPOC,[#1]-[#15v3](-[#8v2]-[#6v4])-[#8v2]-[#6v4]
539,3638,(N-Formyl)carboxamide,CC(=O)NC=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#1]
540,3630,Phosphenite_ester,COP=O,[#6v4]-[#8v2]-[#15v3]=[#8v2]
541,3608,"N',S-(N-Sulfanyl)urea",CNC(=O)NSC,[#6v4]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
542,3591,P-Phosphonous_acid,CP(O)O,[#6v4]-[#15v3](-[#8v2]-[#1])-[#8v2]-[#1]
543,3538,"N,N,1,2-Hydrazinecarboxamide",CNN(C)C(=O)N(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
544,3537,N-Hydrazone_(formaldehyde),C=NNC,[#1]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#1]
545,3526,"1,1,2,3-Triazane",CNN(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
546,3524,N-Azinic_acid,C[NH+]([O-])O,[#6v4]-[#7v4+](-[#8v1-])(-[#1])-[#8v2]-[#1]
547,3515,N-Thiourea_(N'-ethylidene),CC=NC(=S)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
548,3500,1-Oxy_geminal_diol_(secondary),COC(C)(O)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#6v4]
549,3428,"N,N'-(N-Hydroxy)carboximidamide",CN=C(C)N(C)O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#1]
550,3392,"1,2,2-(1-Azido)hydrazine",CN(C)N(C)N=[N+]=[N-],[#7v2-]=[#7v4+]=[#7v3]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
551,3392,α-N-Amino_thiol_(primary),CNC(C)S,[#6v4]-[#6v4](-[#7v3](-[#1])-[#6v4])(-[#16v2]-[#1])-[#1]
552,3389,N-Phosphoramidic_acid_ester,CNP(=O)(O)OC,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
553,3379,"Carbonothioate_O,O-ester",COC(=S)OC,[#6v4]-[#8v2]-[#6v4](=[#16v2])-[#8v2]-[#6v4]
554,3361,"N,N''-Carboximidohydrazide",CN=C(C)N(C)N,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
555,3330,OOS-Thiotrioxide,COOSC,[#6v4]-[#16v2]-[#8v2]-[#8v2]-[#6v4]
556,3321,"N',N',O-(N-Amino)hydroxylamine",CONN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#8v2]-[#6v4]
557,3319,Disulfonamide,CS(=O)(=O)NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
558,3314,"N,N'-Sulfur_diimide",CN=S=NC,[#16v4](=[#7v3]-[#6v4])(=[#7v3]-[#6v4])
559,3305,N'-Carbothiohydrazide,CNNC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
560,3298,"α-Sulfanyl_N,N-carboxamide",CC(S)C(=O)N(C)C,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
561,3293,1-Hydrazinecarboxylate_ester,COC(=O)N(C)N,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
562,3292,Acyl_bromide,CC(=O)Br,[#6v4]-[#6v4](=[#8v2])-[#35v1]
563,3277,"2,3-Diimine_(butane)",CC(=N)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#7v3]-[#1])-[#6v4]
564,3276,Carboxamide_(N-methylidene),C=NC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#1]
565,3268,S-Ketothioxime,CSN=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#6v4]
566,3246,"N,N,N',N'-Hydroxylamine-O-carboxamide",CN(C)OC(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
567,3244,O-Carbohydroximidothioate_S-ester,CON=C(C)SC,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#16v2]-[#6v4]
568,3219,Geminal_dithiol_(secondary),CC(C)(S)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#16v2]-[#1])-[#6v4]
569,3200,"N,N-Phosphinic_amide",CN(C)P(C)(C)=O,[#6v4]-[#15v5](=[#8v2])(-[#6v4])-[#7v3](-[#6v4])-[#6v4]
570,3191,"N,N-(N'-Sulfonyl)formimidamide",CN(C)C=NS(C)(=O)=O,[#1]-[#6v4](=[#7v3]-[#16v6](=[#8v2])(=[#8v2])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
571,3190,Bismuthanyl,C[Bi],[#6v4]-[#83]
572,3169,Phosphine(V)_(propan-2-ylidene),CC(C)=P(C)(C)C,[#6v4]-[#6v4](=[#15v5](-[#6v4])(-[#6v4])-[#6v4])-[#6v4]
573,3168,Thionitrite_S-ester,CSN=O,[#6v4]-[#16v2]-[#7v3]=[#8v2]
574,3142,"1,2,2-Hydrazinecarbodithioate_ester",CSC(=S)N(C)N(C)C,[#6v4]-[#16v2]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
575,3128,"N,N'-Phosphorodiamidate_ester",CNP(=O)(NC)OC,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
576,3098,"1,2-Diazene_1-oxide",CN=[N+](C)[O-],[#6v4]-[#7v4+](-[#8v1-])=[#7v3]-[#6v4]
577,3094,Trisulfide,CSSSC,[#6v4]-[#16v2]-[#16v2]-[#16v2]-[#6v4]
578,3093,Carbonoperoxoate_ester,COOC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#8v2]-[#6v4]
579,3086,1-(1-Azido)hydrazine,CN(N)N=[N+]=[N-],[#7v2-]=[#7v4+]=[#7v3]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
580,3081,"3,3-Triazene",CN(C)N=N,[#1]-[#7v3]=[#7v3]-[#7v3](-[#6v4])-[#6v4]
581,3069,N-Hydrazinecarboxamide_(2-propan-2-ylidene),CNC(=O)NN=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
582,3068,"N,N-Carbamimidate_ester",COC(=N)N(C)C,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4]
583,3064,N-Boronamidic_acid,CNB(C)O,[#6v4]-[#5v3](-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
584,3053,"Phosphorothioic_O,O-acid_O-ester",COP(O)(O)=S,[#6v4]-[#8v2]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#8v2]-[#1]
585,3042,"N',N'-(N-Sulfonyl)urea",CN(C)C(=O)NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
586,3019,"N,N,N',N',P-Phosphonic_diamide",CN(C)P(C)(=O)N(C)C,[#6v4]-[#15v5](=[#8v2])(-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
587,3007,Bromo_(O),OBr,[#8]-[#35v1]
588,2999,"N,N,N',N'-Phosphorodiamidate_ester",COP(=O)(N(C)C)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
589,2995,Chloro_(B),BCl,[#5]-[#17v1]
590,2984,"N1,N2-Diimine_(ethane)",CN=CC=NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#1]
591,2980,N-Sulfuramidite_ester,CNS(=O)OC,[#6v4]-[#8v2]-[#16v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
592,2953,N-Hydrazinecarboxamide,CNC(=O)NN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
593,2946,"N,N,1,2,2-Hydrazinecarboxamide",CN(C)C(=O)N(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
594,2940,Bromo_(S),SBr,[#16]-[#35v1]
595,2938,"1,2-Guanidine_(3-ethylidene)",CC=NC(=NC)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
596,2930,"N,N',O-(N-Amino)hydroxylamine",CNN(C)OC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
597,2905,N'-Formimidamide_(N-propan-2-ylidene),CN=CN=C(C)C,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#6v4](-[#1])=[#7v3]-[#6v4]
598,2889,"N',N',O-(N-Hydroxy)urea",CONC(=O)N(C)C,[#6v4]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
599,2879,"N,N',N'-Sulfonohydrazide",CN(C)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
600,2870,Carboximidic_anhydride,CC(=N)OC(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#6v4](=[#7v3]-[#1])-[#6v4]
601,2850,"N,N-Carboxamidoxime",CC(=NO)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
602,2831,"N,N',N',O-(N-Amino)hydroxylamine",CON(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
603,2803,N'-Formimidamide_(N-ethylidene),CC=NC=NC,[#6v4]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#1])=[#7v3]-[#6v4]
604,2800,Oxalic_acid_ester,COC(=O)C(=O)O,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#8v2]-[#1]
605,2800,N-Sulfimide,CN=S(C)C,[#6v4]-[#16v4](-[#6v4])(=[#7v3]-[#6v4])
606,2785,(N-Acyl)carbohydrazide,CC(=O)N(N)C(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#7v3](-[#1])-[#1])-[#6v4](=[#8v2])-[#6v4]
607,2781,N-Carbamimidothioate_ester,CNC(=N)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
608,2769,(N'-Sulfonyl)carboximidamide,CC(N)=NS(C)(=O)=O,[#6v4]-[#6v4](=[#7v3]-[#16v6](=[#8v2])(=[#8v2])-[#6v4])-[#7v3](-[#1])-[#1]
609,2768,N''-Formimidohydrazide,CN=CNN,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
610,2749,N-Nitrous_amide,CNN=O,[#6v4]-[#7v3](-[#1])-[#7v3]=[#8v2]
611,2712,"N,N'-(N-Sulfonyl)carboximidamide",CN=C(C)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
612,2706,Nitrite_ester,CON=O,[#6v4]-[#8v2]-[#7v3]=[#8v2]
613,2706,N-Thioformamide,CNC=S,[#1]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
614,2683,"N,N''-(N-Formimidoyl)carboximidamide",CN=CN(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#1]
615,2663,N-Carbamothioic_S-acid,CNC(=O)S,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#16v2]-[#1]
616,2639,α-N-Imino_carbaldehyde,CN=C(C)C=O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#1]
617,2639,N'-Formohydrazide,CNNC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
618,2620,Orthocarbonate_ester,COC(OC)(OC)OC,[#6v4]-[#8v2]-[#6v4](-[#8v2]-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
619,2604,"1,1,2,3,3-Triazane",CN(C)N(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
620,2603,"N,N-Carbamothioic_S-acid",CN(C)C(=O)S,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#16v2]-[#1]
621,2588,N'-Sulfonimidamide,CN=S(C)(N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
622,2557,S-Monothiohemiketal,CSC(C)(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#16v2]-[#6v4])-[#6v4]
623,2553,"N,1,2-Hydrazinecarbothioamide",CNC(=S)N(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
624,2545,N-Carboximidoyl_azide,CN=C(C)N=[N+]=[N-],[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#7v4+]=[#7v2-]
625,2538,Stannyl_(S),S[Sn],[#16]-[#50]
626,2536,"N,2-Diazenecarbothioamide",CN=NC(=S)NC,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
627,2534,N'-Carbohydrazonamide_(N'-ethylidene),CC=NN=C(C)N,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#1])-[#7v3](-[#1])-[#1]
628,2531,"N,N,P,P-Phosphinous_amide",CN(C)P(C)C,[#6v4]-[#7v3](-[#6v4])-[#15v3](-[#6v4])-[#6v4]
629,2510,N-(N-Hydroxy)carboximidamide,CC(=N)N(C)O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#8v2]-[#1]
630,2501,α-N1-Imino_ketone,CN=CC(C)=O,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#6v4]
631,2479,N-Phosphoramidite_ester,CNP(OC)OC,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
632,2447,S-Aldothioxime,CC=NSC,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#1]
633,2446,"N2-2,3-Diimine_(butane)",CN=C(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#7v3]-[#1])-[#6v4]
634,2445,"Phosphonothioate_O,O-ester",COP(C)(=S)OC,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
635,2442,N-Amino_sulfonate,CNOS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
636,2436,Phosphine(V)_(ethylidene),CC=P(C)(C)C,[#6v4]-[#6v4](=[#15v5](-[#6v4])(-[#6v4])-[#6v4])-[#1]
637,2422,"N,N',P-Phosphonic_diamide",CNP(C)(=O)NC,[#6v4]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
638,2419,"N,1-Hydrazinecarboxamide",CNC(=O)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
639,2416,N-(N-Hydroxy)carbamate_ester,COC(=O)N(C)O,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#8v2]-[#1]
640,2370,"N',N''-(N-Carboximidoyl)carboximidamide",CN=C(C)NC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
641,2322,α-Sulfanyl_carboxylic_acid,CC(S)C(=O)O,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#8v2]-[#1]
642,2318,"N,N,2-Hydrazinecarboxamide",CNNC(=O)N(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
643,2317,"N,N-Carbamodithioic_acid",CN(C)C(=S)S,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#16v2]-[#1]
644,2312,"N,N,1-Hydrazinecarboxamide_(2-propan-2-ylidene)",CC(C)=NN(C)C(=O)N(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
645,2296,"N,N',N''-(N-Formimidoyl)carboximidamide",CN=CN(C)C(C)=NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
646,2263,"N,N-Sulfamide_(N'-propan-2-ylidene)",CC(C)=NS(=O)(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
647,2260,Cyanamide_(propan-2-ylidene),CC(C)=NC#N,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#6v4]#[#7v3]
648,2255,N-Carbonimidothioate_ester,CN=C(OC)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#6v4]
649,2238,"1,1,2-Guanidine_(3-propan-2-ylidene)",CN=C(N=C(C)C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
650,2237,Acyl_cyanide,CC(=O)C#N,[#6v4]-[#6v4](=[#8v2])-[#6v4]#[#7v3]
651,2227,O-Formaldoxime,C=NOC,[#1]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#1]
652,2222,N''-Carboximidohydrazide_(N'-propan-2-ylidene),CN=C(C)NN=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
653,2208,"N,N-Hydrazinecarbothioamide_(2-propan-2-ylidene)",CC(C)=NNC(=S)N(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
654,2207,α-Imino_carboxylate_ester,COC(=O)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
655,2198,Trihydroxysulfane(IV),CS(O)(O)O,[#6v4]-[#16v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#1]
656,2187,N-Carbamodithioic_acid,CNC(=S)S,[#6v4]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#16v2]-[#1]
657,2177,"1,1,3-Guanidine",CNC(=N)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
658,2163,"O,O'-Dihydroxylamine",CONOC,[#6v4]-[#8v2]-[#7v3](-[#1])-[#8v2]-[#6v4]
659,2157,α-Hydroxy_N-ketimine,CN=C(C)C(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
660,2152,N-Iminocarbamate_ester,CN=NC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3]=[#7v3]-[#6v4]
661,2151,"N,O-(N-Hydroxy)carboximidamide",CON(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#8v2]-[#6v4])-[#6v4]
662,2137,"N,O-Dihydroxylamine",CON(C)O,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#8v2]-[#1]
663,2134,P-Phosphine_(methylidene),C=PC,[#6v4]-[#15v3]=[#6v4](-[#1])-[#1]
664,2130,Thionitroso,CN=S,[#6v4]-[#7v3]=[#16v2]
665,2126,N-Oxoacetamide,CNC(=O)C=O,[#1]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
666,2125,Orthocarbothioate_ester,COC(C)(OC)SC,[#6v4]-[#6v4](-[#16v2]-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
667,2125,Borinic_acid_(tertiary),CB(C)O,[#6v4]-[#5v3](-[#6v4])-[#8v2]-[#1]
668,2116,O-(N-Amino)hydroxylamine,CONN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#8v2]-[#6v4]
669,2092,"N,N,1,2-Hydrazinecarbothioamide",CNN(C)C(=S)N(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
670,2090,Carbamate_ester_(N-ethylidene),CC=NC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
671,2056,Carbodithioic_acid,CC(=S)S,[#6v4]-[#6v4](=[#16v2])-[#16v2]-[#1]
672,2049,Thiocarbaldehyde_S-dioxide,CC=S(=O)=O,[#6v4]-[#6v4](-[#1])=[#16v6](=[#8v2])=[#8v2]
673,2048,"N,N',N''-(N-Carboximidoyl)carboximidamide",CN=C(C)N(C)C(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
674,2033,"1,2-Guanidine_(3-propan-2-ylidene)",CN=C(N=C(C)C)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
675,2033,"N,N',N'-Formohydrazide",CN(C)N(C)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
676,2031,"N,N,N',2-Hydrazinecarboximidamide",CN=C(NNC)N(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
677,2023,"1,2-Hydrazinecarboxylic_acid",CNN(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
678,2017,Carbohydroximate_ester,COC(C)=NO,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#8v2]-[#6v4]
679,2012,"N,1-Hydrazinecarbothioamide_(2-propan-2-ylidene)",CNC(=S)N(C)N=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
680,2012,N-Hydrazinecarbothioamide,CNC(=S)NN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
681,2007,Phosphinous_acid_(tertiary),CP(C)O,[#6v4]-[#15v3](-[#8v2]-[#1])-[#6v4]
682,2006,"N,N''-Carboximidohydrazide_(N'-propan-2-ylidene)",CN=C(C)N(C)N=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
683,2002,α-Sulfanyl_carboxylate_ester,COC(=O)C(C)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
684,2001,N-(N-Sulfanyl)carboxamide,CC(=O)N(C)S,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v2]-[#1]
685,1996,N-Carbonimidate_ester,CN=C(OC)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#6v4]
686,1975,Amine_N-oxide_(primary),C[NH2+][O-],[#6v4]-[#7v4+](-[#8v1-])(-[#1])-[#1]
687,1957,"1,2,2-Hydrazinecarboxylic_acid",CN(C)N(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
688,1925,Sulfurothioic_O-acid_S-ester,CSS(=O)(=O)O,[#6v4]-[#16v2]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#1]
689,1913,Hydrotrioxy,COOO,[#6v4]-[#8v2]-[#8v2]-[#8v2]-[#1]
690,1907,"N,N'-Sulfonimidamide",CN=S(C)(=O)NC,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
691,1905,"N,N,N',N'-Boranediamine",CB(N(C)C)N(C)C,[#6v4]-[#5v3](-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
692,1903,N-Phosphoramidic_acid,CNP(=O)(O)O,[#1]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
693,1901,"Carbonodithioate_S,S-ester",CSC(=O)SC,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#16v2]-[#6v4]
694,1898,1-Hydrazinecarboxylate_ester_(2-propan-2-ylidene),COC(=O)N(C)N=C(C)C,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
695,1890,"N,1,2,2-Hydrazinecarbothioamide",CNC(=S)N(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
